((90, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((91, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((92, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((93, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((94, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((95, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((96, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((97, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((98, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((99, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((100, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((101, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((102, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((103, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((104, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((105, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((106, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((107, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((108, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((109, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((110, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((111, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((112, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((113, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((114, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((115, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((116, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((117, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((118, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((119, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((120, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((121, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((122, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((123, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((124, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((125, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((126, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((127, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((128, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((129, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((130, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((131, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((132, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((133, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((134, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((135, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((136, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((137, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((138, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((139, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((140, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((141, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((142, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((143, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((144, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((145, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((146, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((147, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((148, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((149, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((150, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((151, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((152, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((153, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((154, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((155, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((156, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((157, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((158, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((159, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((160, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((161, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((162, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((163, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((164, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((165, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((166, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((167, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((168, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((169, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((170, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((171, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((172, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((173, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((174, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((175, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((176, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((177, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((178, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((179, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((180, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((181, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((182, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((183, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((184, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((185, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((186, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((187, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((188, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((189, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((190, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((191, 0), (0.0, 0.6, 0.0, 1.0), 'forest')
((192, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((193, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((194, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((195, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((196, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((197, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((198, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((199, 0), (0.0, 1.0, 0.0, 1.0), 'grass')
((0, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((1, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((2, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((3, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((4, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((5, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((6, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((7, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((8, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((9, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((10, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((11, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((12, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((13, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((14, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((15, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((16, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((17, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((18, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((19, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((20, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((21, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((22, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((23, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((24, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((25, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((26, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((27, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((28, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((29, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((30, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((31, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((32, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((33, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((34, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((35, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((36, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((37, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((38, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((39, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((40, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((41, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((42, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((43, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((44, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((45, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((46, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((47, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((48, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((49, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((50, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((51, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((52, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((53, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((54, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((55, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((56, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((57, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((58, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((59, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((60, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((61, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((62, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((63, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((64, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((65, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((66, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((67, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((68, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((69, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((70, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((71, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((72, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((73, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((74, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((75, 1), (0.0, 0.4, 0.0, 1.0), 'swamp')
((76, 1), (0.0, 0.4, 0.0, 1.0), 'swamp')
((77, 1), (0.0, 0.4, 0.0, 1.0), 'swamp')
((78, 1), (0.0, 0.4, 0.0, 1.0), 'swamp')
((79, 1), (0.0, 0.4, 0.0, 1.0), 'swamp')
((80, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((81, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((82, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((83, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((84, 1), (0.0, 0.4, 0.0, 1.0), 'swamp')
((85, 1), (0.0, 0.4, 0.0, 1.0), 'swamp')
((86, 1), (0.0, 0.4, 0.0, 1.0), 'swamp')
((87, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((88, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((89, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((90, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((91, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((92, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((93, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((94, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((95, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((96, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((97, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((98, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((99, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((100, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((101, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((102, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((103, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((104, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((105, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((106, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((107, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((108, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((109, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((110, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((111, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((112, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((113, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((114, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((115, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((116, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((117, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((118, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((119, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((120, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((121, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((122, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((123, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((124, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((125, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((126, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((127, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((128, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((129, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((130, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((131, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((132, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((133, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((134, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((135, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((136, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((137, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((138, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((139, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((140, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((141, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((142, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((143, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((144, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((145, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((146, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((147, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((148, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((149, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((150, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((151, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((152, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((153, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((154, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((155, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((156, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((157, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((158, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((159, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((160, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((161, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((162, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((163, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((164, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((165, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((166, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((167, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((168, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((169, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((170, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((171, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((172, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((173, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((174, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((175, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((176, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((177, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((178, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((179, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((180, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((181, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((182, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((183, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((184, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((185, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((186, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((187, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((188, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((189, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((190, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((191, 1), (0.0, 0.6, 0.0, 1.0), 'forest')
((192, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((193, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((194, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((195, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((196, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((197, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((198, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((199, 1), (0.0, 1.0, 0.0, 1.0), 'grass')
((0, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((1, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((2, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((3, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((4, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((5, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((6, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((7, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((8, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((9, 2), (0.0, 0.6, 0.0, 1.0), 'forest')
((10, 2), (0.0, 0.6, 0.0, 1.0), 'forest')
((11, 2), (0.0, 0.6, 0.0, 1.0), 'forest')
((12, 2), (0.0, 0.6, 0.0, 1.0), 'forest')
((13, 2), (0.0, 0.6, 0.0, 1.0), 'forest')
((14, 2), (0.0, 0.6, 0.0, 1.0), 'forest')
((15, 2), (0.0, 0.6, 0.0, 1.0), 'forest')
((16, 2), (0.0, 0.6, 0.0, 1.0), 'forest')
((17, 2), (0.0, 0.6, 0.0, 1.0), 'forest')
((18, 2), (0.0, 0.6, 0.0, 1.0), 'forest')
((19, 2), (0.0, 0.6, 0.0, 1.0), 'forest')
((20, 2), (0.0, 0.6, 0.0, 1.0), 'forest')
((21, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((22, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((23, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((24, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((25, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((26, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((27, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((28, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((29, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((30, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((31, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((32, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((33, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((34, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((35, 2), (0.0, 1.0, 0.0, 1.0), 'grass')
((36, 2), (0.0, 0.6, 0.0, 1.0), 'forest')
